sentence|card
Cultivated for at least 3,000 years, the cucumber originated from India, where a great many varieties have been observed, along with its closest living relative, Cucumis hystrix|cucumber
It was probably introduced to Europe by the Greeks or Romans|cucumber
Records of cucumber cultivation appear in France in the 9th century, England in the 14th century, and in North America by the mid-16th century.|cucumber
According to Pliny the Elder, the Emperor Tiberius had the cucumber on his table daily during summer and winter|cucumber
In order to have it available for his table every day of the year, the Romans reportedly used artificial methods of growing (similar to the greenhouse system), whereby mirrorstone refers to Pliny's lapis specularis, believed to have been sheet mica:|cucumber
Reportedly, they were also cultivated in specularia, cucumber houses glazed with oiled cloth|cucumber
Pliny describes the Italian fruit as very small, probably like a gherkin|cucumber
He also describes the preparation of a medication known as elaterium|cucumber
However, some scholars believe that he was instead referring to Ecballium elaterium, known in pre-Linnean times as Cucumis silvestris or Cucumis asininus ('wild cucumber' or 'donkey cucumber'), a species different from the common cucumber|cucumber
"Pliny also writes about several other varieties of cucumber, including the cultivated cucumber, and remedies from the different types (9 from the cultivated; 5 from the ""anguine;"" and 26 from the ""wild"")."|cucumber
Charlemagne had cucumbers grown in his gardens in the 8th/9th century|cucumber
They were reportedly introduced into England in the early 14th century, lost, then reintroduced approximately 250 years later|cucumber
The Spaniards (through the Italian Christopher Columbus) brought cucumbers to Haiti in 1494|cucumber
"In 1535, Jacques Cartier, a French explorer, found ""very great cucumbers"" grown on the site of what is now Montreal."|cucumber
Throughout the 16th century, European trappers, traders, bison hunters, and explorers bartered for the products of American Indian agriculture|cucumber
The tribes of the Great Plains and the Rocky Mountains learned from the Spanish how to grow European crops|cucumber
The farmers on the Great Plains included the Mandan and Abenaki|cucumber
They obtained cucumbers and watermelons from the Spanish, and added them to the crops they were already growing, including several varieties of corn and beans, pumpkins, squash, and gourd plants|cucumber
The Iroquois were also growing them when the first Europeans visited them.|cucumber
In 1630, the Reverend Francis Higginson produced a book called New-Englands Plantation in which, describing a garden on Conant's Island in Boston Harbor known as The Governor's Garden, he states:The countrie aboundeth naturally with store of roots of great varietie [sic] and good to eat|cucumber
Our turnips, parsnips, and carrots are here both bigger and sweeter than is ordinary to be found in England|cucumber
Here are store of pompions, cowcumbers, and other things of that nature which I know not…In New England Prospect (1633, England), William Wood published observations he made in 1629 in America:The ground affords very good kitchin gardens, for Turneps, Parsnips, Carrots, Radishes, and Pompions, Muskmillons, Isquoter-squashes, coucumbars, Onyons, and whatever grows well in England grows as well there, many things being better and larger|cucumber
[sic]|cucumber
In the later 17th century, a prejudice developed against uncooked vegetables and fruits|cucumber
A number of articles in contemporary health publications stated that uncooked plants brought on summer diseases and should be forbidden to children|cucumber
"The cucumber kept this reputation for an inordinate period of time, ""fit only for consumption by cows,"" which some believe is why it gained the name, cowcumber."|cucumber
Samuel Pepys wrote in his diary on 22 August 1663:[T]his day Sir W|cucumber
Batten tells me that Mr|cucumber
Newburne is dead of eating cowcumbers, of which the other day I heard of another, I think.|cucumber
A copper etching made by Maddalena Bouchard between 1772 and 1793 shows this plant to have smaller, almost bean-shaped fruits, and small yellow flowers|cucumber
"The small form of the cucumber is figured in Herbals of the 16th century, however stating that ""[i]f hung in a tube while in blossom, the Cucumber will grow to a most surprising length."""|cucumber
Spinach (Spinacia oleracea) is a leafy green flowering plant native to central and western Asia|spinach
It is of the order Caryophyllales, family Amaranthaceae, subfamily Chenopodioideae|spinach
Its leaves are a common edible vegetable consumed either fresh, or after storage using preservation techniques by canning, freezing, or dehydration|spinach
It may be eaten cooked or raw, and the taste differs considerably; the high oxalate content may be reduced by steaming.|spinach
It is an annual plant (rarely biennial), growing as tall as 30 cm (1 ft)|spinach
Spinach may overwinter in temperate regions|spinach
The leaves are alternate, simple, ovate to triangular, and very variable in size|spinach
2–30 cm (1–12 in) long and 1–15 cm (0.4–5.9 in) broad, with larger leaves at the base of the plant and small leaves higher on the flowering stem|spinach
The flowers are inconspicuous, yellow-green, 3–4 mm (0.1–0.2 in) in diameter, and mature into a small, hard, dry, lumpy fruit cluster 5–10 mm (0.2–0.4 in) across containing several seeds|spinach
"The English word ""spinach"" dates to the late 14th century from espinache (French"|spinach
épinard).|spinach
Common spinach (S|spinach
oleracea) was long considered to be in the family Chenopodiaceae, but in 2003 that family was merged into the Amaranthaceae in the order Caryophyllales|spinach
Within the family Amaranthaceae sensu lato, Spinach belongs to the subfamily Chenopodioideae.|spinach
Raw spinach is 91% water, 4% carbohydrates, 3% protein, and contains negligible fat|spinach
In a 100 g (3.5 oz) serving providing only 23 calories, spinach has a high nutritional value, especially when fresh, frozen, steamed, or quickly boiled|spinach
It is a rich source (20% or more of the Daily Value, DV) of vitamin A, vitamin C, vitamin K, magnesium, manganese, iron and folate|spinach
Spinach is a good source (10-19% of DV) of the B vitamins riboflavin and vitamin B6, vitamin E, calcium, potassium, and dietary fiber|spinach
Although spinach is touted as being high in iron and calcium content, and is often served and consumed in its raw form, raw spinach contains high levels of oxalates, which block absorption of calcium and iron in the stomach and small intestine|spinach
Spinach cooked in several changes of water has much lower levels of oxalates and is better digested and its nutrients absorbed more completely.|spinach
Spinach, along with other green, leafy vegetables, contains an appreciable amount of iron attaining 21% of the Daily Value in a 100 g (3.5 oz) amount of raw spinach|spinach
For example, the United States Department of Agriculture states that a 100 g (3.5 oz) serving of cooked spinach contains 3.57 mg of iron, whereas a 100 g (3.5 oz) ground hamburger patty contains 1.93 mg of iron|spinach
However, spinach contains iron absorption-inhibiting substances, including high levels of oxalate, which can bind to the iron to form ferrous oxalate and render much of the iron in spinach unusable by the body|spinach
In addition to preventing absorption and use, high levels of oxalates remove iron from the body.|spinach
Spinach also has a moderate calcium content which can be affected by oxalates, decreasing its absorption|spinach
The calcium in spinach is among the least bioavailable of food calcium sources|spinach
By way of comparison, the human body can absorb about half of the calcium present in broccoli, yet only around 5% of the calcium in spinach.|spinach
A quantity of 100 g of spinach contains over four times the recommended daily intake of vitamin K|spinach
For this reason, individuals taking the anticoagulant warfarin – which acts by inhibiting vitamin K – are instructed to minimize consumption of spinach (as well as other dark green leafy vegetables) to avoid blunting the effect of warfarin.|spinach
In 2018, world production of spinach was 26.3 million tonnes, with China alone accounting for 90% of the total.Fresh spinach is sold loose, bunched, or packaged fresh in bags|spinach
Fresh spinach loses much of its nutritional value with storage of more than a few days|spinach
Fresh spinach is packaged in air, or in nitrogen gas to extend shelf life|spinach
While refrigeration slows this effect to about eight days, fresh spinach loses most of its folate and carotenoid content over this period of time|spinach
For longer storage, it is canned, or blanched or cooked and frozen.Some packaged spinach is exposed to radiation to kill any harmful bacteria|spinach
The Food and Drug Administration approves of irradiation of spinach leaves up to 4.0 kilograys, having no or only a minor effect on nutrient content|spinach
Spinach may be high in cadmium contamination depending on the soil and location where the spinach is grown.|spinach
"Spinach is thought to have originated about 2,000 years ago in ancient Persia from which it was introduced to India and ancient China via Nepal in 647 AD as the ""Persian vegetable"""|spinach
In AD 827, the Saracens introduced spinach to Sicily|spinach
The first written evidence of spinach in the Mediterranean was recorded in three 10th-century works|spinach
a medical work by al-Rāzī (known as Rhazes in the West) and in two agricultural treatises, one by Ibn Waḥshīyah and the other by Qusṭus al-Rūmī|spinach
Spinach became a popular vegetable in the Arab Mediterranean and arrived in Spain by the latter part of the 12th century, where Ibn al-ʻAwwām called it raʼīs al-buqūl, 'the chieftain of leafy greens'|spinach
Spinach was also the subject of a special treatise in the 11th century by Ibn Ḥajjāj.Spinach first appeared in England and France in the 14th century, probably via Spain, and gained common use because it appeared in early spring when fresh local vegetables were not available|spinach
Spinach is mentioned in the first known English cookbook, the Forme of Cury (1390), where it is referred to as 'spinnedge' and 'spynoches'|spinach
During World War I, wine fortified with spinach juice was given to injured French soldiers with the intent to curtail their bleeding.|spinach
The comics and cartoon character Popeye the Sailor Man has been portrayed since 1931 as having a strong affinity for spinach, particularly the canned variety|spinach
He becomes physically stronger after consuming it|spinach
"This is usually attributed to the iron content of spinach, but in a 1932 strip, Popeye says ""spinach is full of vitamin A an' tha's what makes hoomans strong and helty""."|spinach
Chisholm, Hugh, ed|spinach
(1911)|spinach
"""Spinach"" "|spinach
Encyclopædia Britannica (11th ed.)|spinach
Cambridge University Press.|spinach
